gender,age,income,total_amount,p_completed,n_received,p_viewed
M,77,87000.0,265.67,0.09410170512289683,5,1.0
M,51,101000.0,209.36,0.19105846388995032,6,0.8333333333333334
F,67,79000.0,49.510000000000005,0.30296909715209047,5,1.0
M,63,86000.0,42.58,0.23485204321277597,5,0.8
M,21,37000.0,8.8,0.0,5,0.4
F,55,108000.0,101.42,0.09859988168014198,4,0.75
M,60,67000.0,726.9699999999999,0.07565649201480117,5,1.0
M,74,76000.0,160.74,0.0933184023889511,4,0.5
F,66,92000.0,185.72,0.2692224854619858,5,0.6
M,63,61000.0,188.28,0.26556192904185255,6,0.8333333333333334
F,80,99000.0,53.480000000000004,0.0,2,0.0
F,43,56000.0,82.08000000000001,0.24366471734892783,2,1.0
F,60,32000.0,13.95,0.0,5,1.0
M,28,59000.0,16.53,0.0,4,0.75
M,65,105000.0,160.76,0.1244090569793481,4,0.25
M,76,59000.0,101.02000000000001,0.09899029895070283,1,1.0
M,86,56000.0,42.09,0.4751722499406034,6,1.0
F,57,39000.0,1.98,0.0,6,0.6666666666666666
M,58,84000.0,37.96,0.26343519494204426,4,0.5
M,63,73000.0,124.48000000000002,0.21690231362467863,4,1.0
F,81,74000.0,73.88000000000001,0.13535462912831617,3,0.3333333333333333
M,24,60000.0,411.74,0.08500510030601836,6,1.0
M,57,85000.0,127.64,0.19586336571607646,4,1.0
F,48,53000.0,192.3,0.26521060842433697,6,1.0
M,38,67000.0,34.879999999999995,0.5733944954128442,4,1.0
F,41,80000.0,303.95000000000005,0.11515051817733178,6,1.0
M,70,114000.0,309.28,0.10346611484738749,5,0.8
F,52,83000.0,87.6,0.22831050228310504,4,1.0
F,52,90000.0,75.13,0.7986157327299348,6,0.3333333333333333
M,50,98000.0,112.99000000000001,0.17700681476236835,6,0.3333333333333333
M,27,32000.0,14.88,0.6720430107526881,6,0.5
F,59,90000.0,166.85,0.14384177404854662,6,0.6666666666666666
F,60,87000.0,84.1,0.05945303210463734,4,0.5
M,33,33000.0,53.17,0.47018995674252395,5,1.0
O,92,97000.0,173.08,0.12710885139819736,4,1.0
F,57,91000.0,62.01,0.48379293662312534,3,0.3333333333333333
M,29,64000.0,72.78,0.20610057708161583,4,0.5
F,64,44000.0,536.55,0.10250675612710838,6,0.6666666666666666
M,49,88000.0,77.21,0.25903380391141045,4,0.75
F,29,59000.0,9.81,0.0,6,0.6666666666666666
M,68,92000.0,56.32000000000001,0.5326704545454545,5,0.6
F,64,108000.0,139.38,0.1434926101305783,3,0.6666666666666666
M,51,33000.0,6.26,0.0,3,0.6666666666666666
M,58,74000.0,31.23,0.0,4,1.0
M,52,69000.0,307.42,0.09758636393207988,4,0.75
O,70,41000.0,17.0,0.29411764705882354,5,0.4
F,50,44000.0,46.99,0.14896786550329857,5,0.4
M,63,48000.0,151.54,0.26395671109937974,5,0.4
M,66,42000.0,7.58,0.0,5,0.6
M,37,32000.0,64.7,0.3091190108191654,4,1.0
M,42,32000.0,54.69000000000001,0.274273176083379,3,1.0
M,22,36000.0,409.0499999999999,0.09045348979342381,4,1.0
F,72,109000.0,97.45,0.2052334530528476,4,0.75
M,44,63000.0,154.99000000000004,0.27098522485321624,6,1.0
M,22,72000.0,43.730000000000004,0.22867596615595698,4,0.25
M,25,67000.0,9.98,0.0,5,0.6
M,65,45000.0,147.2,0.27173913043478265,5,1.0
F,67,51000.0,146.73,0.30668574933551424,5,0.6
M,53,66000.0,44.779999999999994,0.11165698972755696,4,0.75
M,83,76000.0,186.35,0.09122618728199625,3,1.0
F,88,68000.0,135.43,0.34704275271357893,4,0.75
M,48,54000.0,3.29,0.0,2,0.0
F,70,117000.0,102.86999999999999,0.34023524837173136,5,0.4
M,56,55000.0,143.45999999999998,0.1394116826990102,5,0.8
M,66,46000.0,20.09,0.0,6,0.5
M,41,62000.0,38.91,0.1285016705217168,5,1.0
M,54,97000.0,68.96000000000001,0.4350348027842227,5,0.4
M,82,32000.0,11.27,0.0,5,0.2
F,40,85000.0,130.11,0.2305741295826608,2,1.0
F,41,64000.0,183.89000000000001,0.09244657131981075,6,0.8333333333333334
M,21,52000.0,40.2,0.9203980099502487,5,1.0
M,44,75000.0,346.53000000000003,0.1010013563039275,5,0.8
M,34,31000.0,79.89,0.1251721116535236,5,0.2
M,56,71000.0,21.19,0.0,3,0.3333333333333333
F,63,110000.0,108.96000000000001,0.13766519823788545,5,0.6
F,74,57000.0,41.85999999999999,0.11944577161968468,3,0.6666666666666666
F,97,71000.0,49.980000000000004,0.6002400960384153,6,0.5
F,34,41000.0,17.110000000000003,0.0,5,0.6
F,83,56000.0,131.01,0.26715517899396996,6,1.0
M,45,96000.0,60.480000000000004,0.5787037037037037,6,0.8333333333333334
M,20,61000.0,32.89,0.30404378230465184,5,0.8
F,27,31000.0,34.22,0.0,5,0.6
F,62,69000.0,92.48,0.32439446366782004,5,0.8
M,34,66000.0,45.079999999999984,0.1552795031055901,3,0.6666666666666666
F,92,57000.0,65.15,0.2916346891788181,3,1.0
M,26,42000.0,12.43,0.5631536604987932,5,0.8
M,44,59000.0,253.68,0.17738883632923366,5,0.8
M,25,35000.0,79.58,0.3769791404875597,3,0.3333333333333333
F,54,45000.0,87.32,0.22904260192395787,6,0.6666666666666666
M,56,72000.0,233.78000000000003,0.1711010351612627,5,0.6
M,54,60000.0,47.42,0.5693800084352594,4,1.0
M,67,91000.0,138.56,0.2670323325635104,5,0.6
M,87,33000.0,3.41,0.0,5,0.6
O,33,70000.0,256.77000000000004,0.1363087588113876,4,1.0
F,84,71000.0,155.59,0.17353300340638858,4,1.0
O,42,89000.0,126.63,0.19742557055989893,5,1.0
M,18,34000.0,10.469999999999999,0.0,5,0.4
F,53,54000.0,23.96,0.0,5,1.0
F,72,74000.0,81.27,0.12304663467454166,3,0.6666666666666666
F,77,119000.0,131.59,0.07599361653621095,6,0.8333333333333334
M,61,44000.0,7.07,0.0,3,0.3333333333333333
F,95,71000.0,180.86,0.16587415680636955,3,1.0
F,67,94000.0,24.36,0.8210180623973727,5,0.4
M,70,78000.0,55.39,0.487452608774147,5,0.8
M,58,73000.0,77.03999999999999,0.2596053997923157,5,0.8
F,27,62000.0,37.400000000000006,0.4010695187165775,6,0.8333333333333334
F,76,109000.0,200.98000000000002,0.2089760175141805,4,0.5
F,73,80000.0,89.36,0.3357206803939123,4,0.5
F,50,108000.0,215.63,0.06956360432221861,3,1.0
M,32,62000.0,21.98,0.0,3,1.0
M,21,45000.0,1040.98,0.028818997483140887,4,1.0
M,64,71000.0,147.95,0.13518080432578575,4,0.75
M,59,83000.0,161.49,0.10526967614093752,3,1.0
M,46,59000.0,0.0,0.0,5,0.8
F,55,76000.0,0.0,0.0,4,1.0
M,71,69000.0,33.269999999999996,0.3005710850616171,5,1.0
F,72,42000.0,42.91,0.0,2,0.5
F,80,92000.0,36.8,0.0,4,0.75
M,42,59000.0,185.92000000000002,0.0753012048192771,5,1.0
F,66,52000.0,51.559999999999995,0.0,4,0.75
M,71,32000.0,26.55,0.5649717514124294,4,0.25
M,80,49000.0,16.229999999999997,0.924214417744917,6,0.5
F,32,52000.0,183.45,0.21804306350504227,6,0.3333333333333333
M,79,33000.0,73.41999999999999,0.13620266957232363,3,0.6666666666666666
M,20,35000.0,68.32000000000001,0.2927400468384075,4,0.5
M,78,111000.0,106.32,0.28216704288939054,3,0.6666666666666666
F,75,80000.0,39.150000000000006,0.5619412515964239,4,1.0
O,62,67000.0,188.3,0.1168348380244291,5,1.0
M,85,117000.0,252.85,0.06723353767055566,4,1.0
F,48,64000.0,70.42,0.0,4,0.75
M,42,67000.0,82.21,0.3649191095973726,5,0.8
M,40,68000.0,162.32,0.22794480039428291,5,1.0
M,84,43000.0,65.81,0.21273362710834218,5,0.8
M,53,58000.0,16.69,0.41941282204913116,5,0.4
M,51,73000.0,42.76,0.16370439663236672,3,1.0
M,66,105000.0,299.37000000000006,0.21712262417743924,5,0.6
F,27,36000.0,70.05,0.14275517487508924,5,1.0
M,57,93000.0,90.43,0.22116554240849273,6,1.0
M,54,86000.0,53.379999999999995,0.44960659423004873,5,0.8
M,49,94000.0,134.08,0.11187350835322195,2,1.0
M,25,67000.0,31.34,0.3190810465858328,5,0.6
M,32,62000.0,21.04,0.33269961977186313,4,0.5
F,93,92000.0,109.51,0.3196055154780385,5,1.0
M,68,50000.0,43.879999999999995,0.1595259799453054,5,0.8
F,62,48000.0,508.15,0.049198071435599726,5,0.6
F,61,86000.0,67.31,0.40112910414500075,4,1.0
M,38,76000.0,611.83,0.09316313355016916,5,1.0
M,55,55000.0,8.94,0.0,4,1.0
M,23,60000.0,180.04999999999995,0.305470702582616,4,0.75
M,43,54000.0,121.19999999999999,0.0,2,1.0
F,22,44000.0,126.74,0.3156067539845353,5,0.6
M,45,42000.0,69.79,0.21493050580312364,3,1.0
M,80,64000.0,75.81,0.3297717979158422,6,0.8333333333333334
F,68,78000.0,160.85999999999999,0.24866343404202415,4,0.75
M,67,38000.0,25.83,0.38714672861014326,6,0.16666666666666666
F,57,33000.0,52.22,0.19149751053236308,4,0.5
M,46,54000.0,608.6,0.05750903713440683,5,0.8
F,41,77000.0,237.87999999999997,0.08407600470825627,5,1.0
M,52,37000.0,12.400000000000002,0.0,4,0.5
F,45,95000.0,188.86,0.2329768082177274,5,0.8
M,58,34000.0,7.19,0.0,5,0.6
M,73,70000.0,138.85999999999999,0.0,4,0.75
M,36,47000.0,80.44,0.0870213823968175,3,1.0
F,64,73000.0,363.3599999999999,0.11008366358432412,6,0.6666666666666666
F,44,62000.0,269.47,0.1298845882658552,5,1.0
M,43,73000.0,78.51,0.25474461851993374,5,0.8
F,63,76000.0,18.92,0.5285412262156448,3,0.6666666666666666
M,67,51000.0,49.55,0.3027245206861756,4,1.0
F,59,108000.0,120.38000000000001,0.2658248878551254,3,0.6666666666666666
M,28,70000.0,37.84,0.5813953488372092,6,0.5
M,67,71000.0,0.0,0.0,4,1.0
M,46,40000.0,27.07,0.8127077946065755,4,0.75
M,76,54000.0,4.66,0.0,6,0.5
F,39,53000.0,50.11,0.6984633805627619,4,0.5
M,74,50000.0,183.67000000000002,0.1470027767191158,5,0.8
F,51,74000.0,122.66000000000001,0.3668677645524213,5,0.4
M,60,42000.0,4.89,0.0,4,0.75
F,24,52000.0,20.36,0.2455795677799607,4,0.5
M,63,64000.0,31.85,0.6279434850863422,5,0.4
M,55,58000.0,109.56,0.18254837531945967,3,1.0
F,60,81000.0,61.57,0.08120838070488874,3,0.3333333333333333
M,68,118000.0,205.98000000000002,0.1407903679968929,6,0.6666666666666666
M,63,49000.0,0.0,0.0,5,0.8
M,27,72000.0,52.0,0.3269230769230769,4,0.5
M,69,86000.0,166.26,0.12029351617947794,4,1.0
M,44,51000.0,58.400000000000006,0.0,4,1.0
F,34,42000.0,150.61999999999998,0.17925906254149518,5,0.8
F,46,82000.0,172.04000000000002,0.09881422924901184,4,1.0
F,70,35000.0,20.93,0.0,5,0.8
F,90,51000.0,111.51000000000002,0.26903416733925206,5,0.4
F,82,81000.0,130.48,0.2835683629675046,4,0.5
M,37,64000.0,22.669999999999998,0.0,2,0.5
M,41,75000.0,17.03,0.5871990604815032,5,0.6
F,66,46000.0,38.290000000000006,0.443980151475581,3,0.3333333333333333
M,40,69000.0,11.56,0.0,4,0.75
F,60,56000.0,96.72,0.5169561621174524,5,0.8
F,59,75000.0,136.35999999999999,0.11000293341155766,5,0.4
F,42,78000.0,85.4,0.23419203747072598,6,0.5
F,56,93000.0,147.46,0.115285501152855,4,0.25
F,88,33000.0,43.93000000000001,0.11381743683132255,3,1.0
F,26,54000.0,31.13,0.8030838419530999,4,0.5
M,55,45000.0,182.51999999999998,0.10957703265395574,3,1.0
F,50,72000.0,90.66999999999999,0.33087018859600753,2,1.0
F,47,67000.0,69.50999999999999,0.17263703064307295,2,1.0
M,60,32000.0,57.69,0.12133818686080777,6,0.8333333333333334
M,39,39000.0,12.670000000000002,0.0,4,0.75
M,51,75000.0,98.72,0.2025931928687196,2,1.0
M,39,62000.0,57.14,0.43752187609380466,4,1.0
F,73,52000.0,80.84,0.27214250371103416,5,0.8
F,44,75000.0,279.65000000000003,0.12515644555694616,6,1.0
M,63,56000.0,149.42,0.06692544505420962,5,1.0
F,52,54000.0,152.07,0.06575918984678109,4,1.0
F,68,55000.0,56.650000000000006,0.5295675198587819,5,1.0
M,26,44000.0,54.3,0.27624309392265195,5,0.8
F,55,82000.0,123.25000000000001,0.21906693711967543,5,0.8
F,56,110000.0,55.47,0.2704164413196322,6,0.6666666666666666
F,57,79000.0,195.06,0.20506510817184456,4,0.0
F,33,40000.0,78.36,0.5104645227156712,6,0.5
F,55,79000.0,261.11,0.19914978361610047,5,0.8
M,53,100000.0,166.93,0.20966872341700113,5,0.8
F,67,111000.0,156.2,0.22407170294494239,6,0.6666666666666666
M,65,33000.0,61.669999999999995,0.3891681530728069,4,1.0
F,21,49000.0,135.66,0.22114108801415303,6,0.8333333333333334
M,85,53000.0,18.92,0.0,3,0.3333333333333333
M,26,38000.0,73.42999999999999,0.1361841209314994,5,0.4
M,84,37000.0,83.76,0.23877745940783188,4,0.75
M,61,117000.0,156.39,0.06394270733422854,5,0.8
M,69,71000.0,214.34,0.09330969487729775,3,0.3333333333333333
F,77,46000.0,240.23999999999998,0.07908757908757909,4,1.0
F,65,81000.0,113.51,0.1761959298740199,2,1.0
F,58,71000.0,75.67999999999999,0.29069767441860467,6,0.6666666666666666
F,33,40000.0,363.2,0.12940528634361234,5,0.8
F,32,54000.0,28.29,0.9544008483563097,6,0.8333333333333334
F,75,60000.0,61.06,0.2456600065509335,5,1.0
M,81,74000.0,766.5499999999998,0.03522275128823952,4,0.75
F,60,83000.0,36.57,0.27344818156959255,3,0.6666666666666666
F,64,71000.0,63.510000000000005,0.31491103763186895,3,0.6666666666666666
M,37,51000.0,577.7199999999999,0.03461884650003463,4,1.0
O,52,84000.0,211.75,0.14167650531286896,3,1.0
M,42,74000.0,94.7,0.10559662090813093,3,1.0
F,20,48000.0,19.63,0.0,6,0.8333333333333334
M,27,66000.0,7.66,0.0,5,1.0
O,71,86000.0,59.78,0.2509200401472064,2,1.0
M,37,69000.0,20.049999999999997,0.0,6,0.5
F,74,50000.0,7.199999999999999,0.0,5,1.0
F,65,89000.0,161.53,0.22905961740853092,5,0.4
F,48,96000.0,21.2,0.0,5,1.0
M,43,45000.0,73.77,0.067778229632642,3,1.0
F,55,77000.0,38.900000000000006,0.2570694087403599,5,0.6
M,67,62000.0,131.28,0.0,4,0.75
F,56,57000.0,80.3,0.12453300124533001,3,1.0
M,39,36000.0,30.68,0.16297262059973924,5,0.4
M,78,57000.0,151.31,0.1916595069724407,5,0.8
M,44,51000.0,1.9100000000000001,0.0,4,0.75
M,69,57000.0,19.619999999999997,1.0,3,0.3333333333333333
M,31,40000.0,40.620000000000005,0.12309207287050712,6,0.5
F,50,73000.0,47.99,0.5209418628881016,6,1.0
M,64,98000.0,107.61,0.18585633305454882,3,1.0
M,54,53000.0,29.29,0.512120177534995,4,0.75
M,44,60000.0,188.62,0.0,1,1.0
F,54,74000.0,193.0,0.13989637305699482,5,1.0
M,65,32000.0,79.5,0.44025157232704404,5,1.0
F,56,83000.0,224.45,0.08910670527957229,4,1.0
M,81,81000.0,111.04,0.10806916426512968,3,1.0
M,75,87000.0,227.98999999999998,0.17544629150401334,5,0.6
M,46,56000.0,64.53,0.2634433596776693,6,0.5
M,62,63000.0,121.18,0.45387027562304005,6,0.8333333333333334
M,27,35000.0,55.88999999999999,0.30416890320271966,6,0.8333333333333334
F,67,42000.0,0.41000000000000003,0.0,3,0.6666666666666666
M,34,51000.0,5.21,0.0,5,0.6
M,68,55000.0,9.26,0.0,5,1.0
M,47,44000.0,27.169999999999995,0.0,4,0.5
M,67,93000.0,130.02,0.2076603599446239,3,0.6666666666666666
M,19,70000.0,280.54999999999995,0.10693281055070399,6,0.8333333333333334
M,57,46000.0,30.07,0.16627868307283006,5,0.4
M,52,94000.0,172.01,0.17440846462414977,6,0.8333333333333334
M,58,48000.0,17.89,0.0,5,0.4
F,30,54000.0,28.09,0.17799928800284798,5,0.6
M,57,120000.0,193.35,0.12929919834497028,6,0.5
F,58,89000.0,110.58000000000001,0.0,3,1.0
M,52,89000.0,57.66,0.2601456815816858,6,0.8333333333333334
M,68,57000.0,128.24,0.11696818465377416,3,0.6666666666666666
F,64,71000.0,273.44,0.20845523698069046,5,0.6
M,44,40000.0,2.4000000000000004,0.0,3,0.3333333333333333
F,58,81000.0,258.98,0.2587072360800062,5,0.6
M,21,62000.0,46.519999999999996,0.15047291487532247,3,0.6666666666666666
M,81,38000.0,13.84,0.0,2,1.0
M,50,39000.0,99.0,0.20202020202020202,5,0.8
M,20,45000.0,101.76,0.2161949685534591,3,1.0
F,61,77000.0,65.71000000000001,0.30436767615279253,4,0.75
F,75,42000.0,17.060000000000002,0.41031652989448997,3,1.0
F,72,62000.0,86.00000000000001,0.34883720930232553,4,0.75
M,33,38000.0,91.25,0.2191780821917808,3,0.3333333333333333
F,51,71000.0,43.35,0.0,4,0.75
M,51,52000.0,104.74,0.1623066641206798,4,1.0
M,88,52000.0,4.62,0.0,5,0.8
M,54,56000.0,85.9,0.45401629802095456,6,1.0
F,22,45000.0,443.58,0.045087695567879525,5,0.6
M,67,51000.0,0.0,0.0,5,1.0
M,59,42000.0,7.36,0.0,6,0.5
F,35,51000.0,107.83,0.23184642492812763,3,0.6666666666666666
M,53,35000.0,8.930000000000001,0.0,6,0.3333333333333333
F,67,57000.0,40.0,0.5,3,1.0
M,57,63000.0,137.83,0.26844663716172096,5,1.0
M,43,75000.0,96.10999999999999,0.22890438039746128,4,1.0
F,34,75000.0,272.90999999999997,0.10992634934593823,6,0.6666666666666666
M,61,56000.0,21.86,0.3202195791399817,6,0.8333333333333334
F,59,116000.0,192.35000000000002,0.18195996880686247,6,0.6666666666666666
M,63,65000.0,30.729999999999997,0.0,4,0.5
F,40,73000.0,13.36,0.0,5,0.4
F,51,80000.0,0.0,0.0,5,0.6
M,54,40000.0,38.61,0.0,6,0.5
M,42,70000.0,18.54,0.2696871628910464,4,0.25
F,53,94000.0,56.39,0.35467281432878167,5,1.0
F,76,95000.0,125.00000000000001,0.19999999999999998,5,0.4
F,60,73000.0,89.27,0.44807886187969087,4,0.0
M,41,35000.0,107.60999999999999,0.18585633305454885,6,0.5
M,63,94000.0,239.43,0.2505951635133442,6,0.8333333333333334
M,34,35000.0,17.67,0.0,6,0.6666666666666666
F,60,88000.0,81.51,0.12268433321064899,6,0.8333333333333334
M,87,57000.0,495.89,0.07461332150275263,5,1.0
F,69,95000.0,124.2,0.24154589371980675,4,1.0
M,35,52000.0,29.58,0.3380662609871535,6,0.6666666666666666
F,43,61000.0,33.480000000000004,0.14934289127837513,4,0.5
F,56,93000.0,35.230000000000004,1.0,6,1.0
M,63,79000.0,169.56,0.1887237556027365,5,0.8
M,37,77000.0,22.31,0.31376064545047067,5,1.0
M,65,70000.0,12.419999999999998,0.40257648953301134,2,0.5
M,63,61000.0,106.48000000000002,0.1408715251690458,4,1.0
F,26,31000.0,45.629999999999995,0.0,1,1.0
F,31,32000.0,33.44,1.0,4,0.75
F,87,79000.0,237.42000000000002,0.24008086934546372,5,1.0
M,24,56000.0,7.1,0.0,2,1.0
F,69,78000.0,60.650000000000006,0.16488046166529266,4,0.75
F,64,59000.0,14.39,0.6949270326615705,2,1.0
F,92,77000.0,147.19,0.2717575922277329,4,1.0
M,37,50000.0,26.890000000000004,0.5578281889178133,5,0.8
F,26,36000.0,158.84,0.15109544195416771,6,0.6666666666666666
M,29,70000.0,155.1,0.10960670535138621,6,0.8333333333333334
F,39,74000.0,42.48,0.2824858757062147,3,0.6666666666666666
M,45,63000.0,31.049999999999997,0.6441223832528181,5,0.4
M,50,59000.0,39.5,0.12658227848101267,5,0.8
F,53,55000.0,199.99999999999997,0.37500000000000006,6,0.8333333333333334
M,56,111000.0,59.2,0.11824324324324324,4,1.0
M,30,47000.0,25.46,0.3927729772191673,5,0.4
F,33,54000.0,24.599999999999998,0.20325203252032523,3,0.6666666666666666
F,56,57000.0,141.35000000000002,0.297134771842943,6,0.5
F,31,53000.0,185.39000000000001,0.18879119693618857,5,0.8
M,53,41000.0,29.609999999999996,0.6754474839581224,5,0.6
F,60,32000.0,92.60000000000001,0.21598272138228938,5,0.8
M,36,48000.0,11.19,1.0,6,0.8333333333333334
M,63,38000.0,20.69,0.4833252779120348,5,0.8
M,70,66000.0,185.67999999999998,0.08078414476518743,4,1.0
M,63,89000.0,172.73000000000002,0.30104787819139694,6,1.0
F,51,65000.0,175.96999999999997,0.11365573677331366,4,1.0
M,21,48000.0,67.54,0.44418122594018355,5,0.6
F,24,60000.0,154.05,0.11035378123985719,4,1.0
M,73,32000.0,31.040000000000003,0.547680412371134,5,0.6
F,49,56000.0,165.20999999999998,0.22395738756733857,6,0.6666666666666666
M,56,42000.0,83.42,0.4795013186286262,4,0.75
M,87,54000.0,18.069999999999997,0.38738240177089106,5,0.6
F,53,62000.0,32.36,0.9888751545117429,6,0.6666666666666666
M,33,34000.0,11.620000000000001,0.0,4,0.5
M,51,40000.0,15.09,0.4638833664678595,6,0.6666666666666666
M,78,87000.0,311.24999999999994,0.16706827309236952,5,1.0
M,63,70000.0,195.57,0.13805798435342845,6,0.6666666666666666
F,77,78000.0,55.86,0.21482277121374865,4,0.75
M,25,37000.0,90.66000000000001,0.16545334215751156,3,0.6666666666666666
M,48,43000.0,94.71,0.5279273571956499,4,0.5
F,58,72000.0,254.2,0.1927616050354052,6,0.6666666666666666
F,44,56000.0,567.97,0.06162297304435093,5,0.6
F,53,66000.0,96.95,0.25786487880350695,5,1.0
F,50,103000.0,160.78,0.2798855579052121,4,0.5
F,59,38000.0,39.08,0.0,4,0.75
M,65,36000.0,73.52,0.19042437431991296,4,0.75
M,68,77000.0,166.14999999999998,0.3009328919650918,4,1.0
M,47,55000.0,129.51,0.3474635163307853,5,1.0
F,59,57000.0,168.70000000000002,0.3971547125074096,6,0.8333333333333334
F,55,58000.0,92.69999999999999,0.12944983818770228,2,1.0
F,73,57000.0,127.33000000000001,0.23560826199638732,5,0.6
F,41,40000.0,170.85,0.1463271875914545,5,1.0
M,32,38000.0,9.24,0.0,6,0.6666666666666666
M,73,55000.0,123.87,0.08072979736820861,4,1.0
F,55,87000.0,75.44999999999999,0.530152418820411,5,0.4
M,63,57000.0,50.07,0.19972039145196724,5,0.6
M,66,76000.0,113.08,0.26529890343119916,5,1.0
M,23,39000.0,28.02,0.5353319057815846,6,0.3333333333333333
M,70,68000.0,91.68,0.38176265270506105,5,1.0
F,60,85000.0,202.04000000000002,0.18313205305880023,4,0.75
M,21,39000.0,45.08,0.0,5,0.8
F,92,63000.0,37.91,0.7913479293062518,6,1.0
F,81,108000.0,149.87,0.13344898912390737,4,0.75
M,59,108000.0,260.35,0.17284424812752064,5,0.8
F,67,87000.0,90.13,0.16642627316098968,4,0.75
F,48,52000.0,145.99,0.13699568463593395,3,1.0
M,28,35000.0,135.41000000000003,0.14769957905619965,4,0.75
M,66,49000.0,7.640000000000001,0.0,5,0.6
F,64,98000.0,135.48000000000002,0.11071744906997341,3,0.6666666666666666
M,51,63000.0,54.230000000000004,0.27659966808039826,6,0.6666666666666666
F,30,51000.0,93.17999999999999,0.5365958360163126,4,1.0
M,31,34000.0,60.05,0.8326394671107411,4,0.5
M,35,38000.0,17.25,0.0,4,0.75
F,57,116000.0,54.620000000000005,0.4577077993409007,4,0.5
F,70,97000.0,275.01,0.1454492563906767,5,1.0
O,67,37000.0,24.89,0.4017677782241864,5,0.6
M,60,97000.0,101.1,0.19782393669634027,4,0.75
F,78,72000.0,124.65,0.21660649819494585,4,1.0
F,82,109000.0,319.49,0.16901937462831387,5,0.8
M,49,77000.0,21.59,0.2315886984715146,6,1.0
F,73,39000.0,28.05,0.0,6,0.6666666666666666
F,39,47000.0,186.79999999999998,0.1605995717344754,3,1.0
M,30,73000.0,17.370000000000005,0.4029936672423718,4,0.75
M,59,85000.0,48.52,0.2061005770816158,4,1.0
M,72,37000.0,73.98,0.33792917004595835,5,1.0
F,46,54000.0,134.07999999999998,0.2983293556085919,5,1.0
M,43,53000.0,155.79000000000002,0.10912125296873995,3,1.0
F,53,69000.0,136.98000000000002,0.2190100744634253,5,1.0
F,49,75000.0,65.38,0.15295197308045275,4,1.0
F,61,72000.0,200.9,0.20408163265306123,6,1.0
M,22,50000.0,152.33,0.04595286548939801,5,1.0
M,37,39000.0,11.41,0.6134969325153374,4,0.5
M,45,73000.0,176.85000000000002,0.16963528413910092,3,1.0
M,40,42000.0,21.3,0.704225352112676,5,1.0
F,91,95000.0,191.46,0.07834534628643058,4,1.0
M,75,42000.0,4.06,0.0,6,0.6666666666666666
F,54,77000.0,224.22000000000003,0.22299527250022297,6,1.0
M,37,57000.0,51.47,0.2914319020788809,5,0.6
M,32,32000.0,89.32999999999998,0.33583342662039634,5,0.2
M,21,35000.0,10.33,0.0,4,0.75
M,62,58000.0,67.72,0.44300059066745423,5,0.8
F,67,116000.0,70.64,0.4246885617214043,6,0.8333333333333334
F,31,30000.0,2.13,0.0,4,0.75
M,41,81000.0,68.25,0.5128205128205128,4,1.0
F,65,97000.0,284.53000000000003,0.1054370365163603,5,0.8
M,55,76000.0,83.41,0.05994485073732167,6,0.5
M,56,51000.0,71.6,0.0,2,1.0
M,66,70000.0,37.17,0.26903416733925206,3,1.0
M,58,61000.0,47.28,0.6345177664974619,4,0.75
M,58,59000.0,30.240000000000002,0.8928571428571428,4,0.25
F,37,64000.0,158.07999999999998,0.12651821862348178,4,0.75
M,64,77000.0,214.28000000000003,0.19600522680604812,6,0.6666666666666666
M,34,60000.0,256.39,0.09750770310854558,6,0.6666666666666666
F,49,115000.0,94.43,0.4235941967595044,6,0.5
M,71,84000.0,162.37,0.16628687565436964,3,0.3333333333333333
O,62,74000.0,102.87,0.1458151064450277,5,0.8
M,58,43000.0,9.94,0.5030181086519115,4,0.5
M,91,52000.0,0.0,0.0,5,1.0
M,56,70000.0,66.85,0.2543006731488407,4,0.75
M,54,92000.0,141.74,0.11993791449132213,5,0.2
M,65,71000.0,190.81,0.1048163094177454,2,0.5
F,45,98000.0,326.78000000000003,0.10710569802313483,5,1.0
F,49,63000.0,150.45,0.07976071784646062,2,1.0
M,54,40000.0,124.66999999999999,0.17646586989652685,4,1.0
M,92,53000.0,9.129999999999999,0.0,5,0.4
M,61,43000.0,0.0,0.0,3,0.3333333333333333
M,55,98000.0,287.65,0.1460107769859204,6,0.8333333333333334
F,58,77000.0,244.28,0.14327820533813657,6,0.5
F,61,76000.0,84.27,0.08306633440132906,5,0.6
F,22,40000.0,30.59,0.16345210853220007,6,0.6666666666666666
M,54,38000.0,40.22,0.2486325211337643,4,0.25
F,83,31000.0,39.940000000000005,0.2503755633450175,5,1.0
M,19,74000.0,8.64,0.0,4,0.75
M,45,71000.0,267.14,0.18716777719547803,4,1.0
M,69,61000.0,38.620000000000005,0.5178663904712584,5,0.4
M,55,96000.0,244.25,0.13101330603889458,4,1.0
M,59,90000.0,243.47,0.20536411056803713,6,1.0
F,61,45000.0,42.43,0.23568230025925052,5,0.4
M,68,49000.0,138.49999999999997,0.14440433212996392,4,0.5
M,54,64000.0,258.88,0.15451174289245984,6,0.6666666666666666
M,36,40000.0,17.76,0.563063063063063,3,0.3333333333333333
O,60,69000.0,53.92,0.31528189910979226,5,0.8
F,28,41000.0,139.63000000000002,0.3366038816873164,4,1.0
M,42,44000.0,138.64000000000001,0.2885170225043277,4,0.75
F,69,105000.0,154.74,0.1098617035026496,4,0.75
F,47,97000.0,1112.66,0.024266172954900866,5,1.0
O,21,45000.0,39.49,0.17726006583945303,5,0.4
